conversation_id,tag
67483f8d93cb769cfb1ab246,Duplicate thread
67483f8d93cb769cfb1ab246,Delivery Issues
6744c3169ab74e1b0cb22e94,Stock Issue
6744c3169ab74e1b0cb22e94,POG
67471d1893cb769cfb8ff120,Auto-Replen
67445d829ab74e1b0c517f00,POG
6744b4bb9ab74e1b0c41f1fa,Plan Clarification
6744b4bb9ab74e1b0c41f1fa,POG
6744b4bb9ab74e1b0c41f1fa,POG - November 24
674825c993cb769cfb5b93c0,proactive BF
674825c993cb769cfb5b93c0,Duplicate thread
674825c993cb769cfb5b93c0,POG
67484a7f93cb769cfb6f1c80,Auto-Replen
67484a7f93cb769cfb6f1c80,Tag me
67484a7f93cb769cfb6f1c80,SENSITIVE CLINIC
67458d3893cb769cfbb26339,Delivery ETA
67458d3893cb769cfbb26339,RX
67445b649ab74e1b0c0cb68c,Nov 2024 - Plan
67470e3412a0bfb5acb8c69c,Online Consultation
6748284493cb769cfb982892,Is Prompt
6747049c93cb769cfb9118fa,Is Prompt
67483cfc93cb769cfbcf5a0b,Nov 2024 - Plan
67483d6593cb769cfbdb5621,Nov 2024 - Plan
67483d1cca709e6f5e4bf9c4,Nov 2024 - Plan
67483d3393cb769cfbd5a2ad,Failed message resolved
67483d3393cb769cfbd5a2ad,Nov 2024 - Plan
67483d3393cb769cfbd5a2ad,WA Failed
67482c710cf137b1e0ba6a1f,Nov 2024 - Plan
67484e8d93cb769cfbf04c95,Nov 2024 - Plan
6748508693cb769cfb2fcd74,Nov 2024 - Plan
6748546e93cb769cfbae4092,Nov 2024 - Plan
6748546e93cb769cfbae4092,Quick win
67477d6493cb769cfbc83905,EasyPOG
67477d6493cb769cfbc83905,POG
6745e93b6ecab12217fb16b1,Auto-Replen
6748575331048fc6d00b102e,Overcomm
67474672333c923db778bce0,November - Prompt
67474672333c923db778bce0,Nov 2024 - Plan
67475bf393cb769cfbdea6c5,Nov 2024 - Plan
67475aa393cb769cfbbf0f0e,Nov 2024 - Plan
6746f89093cb769cfb0ed41a,Online Consultation
67459ef793cb769cfbba1104,Plan Clarification
67459ef793cb769cfbba1104,POG
67459ef793cb769cfbba1104,Nov 2024 - Plan
67475c7493cb769cfbeb9197,Nov 2024 - Plan
6747944393cb769cfb83f164,Online Consultation
674785b893cb769cfb703ce4,Nov 2024 - Plan
6748434193cb769cfb8b7d59,Is Prompt
67483f4793cb769cfb11d8b8,Nov 2024 - Plan
6748591b93cb769cfb44acd8,Nov 2024 - Plan
67484f5893cb769cfb09cb3b,Nov 2024 - Plan
674837c693cb769cfb33b945,EasyPOG
67482af093cb769cfbd824e5,Is Prompt
6748330293cb769cfba93fb4,Is Prompt
67478f8093cb769cfb2d5b7e,
6745ebe293cb769cfb2cbd70,Auto-Replen
6746fcff93cb769cfb9b35d6,RX
6747257893cb769cfb969ebe,POG
6747257893cb769cfb969ebe,Price Match
67484f2893cb769cfb03e22f,Is Prompt
674495dc9ab74e1b0c84b4f0,proactive BF
674495dc9ab74e1b0c84b4f0,Delivery Issues
6747559893cb769cfb3d0614,Quick win
6747559893cb769cfb3d0614,POG
6746e12dc5ddfee37bf76322,Online Consultation
674745566ff2dc62ef0af77a,Online Consultation
6745b274a0594dacee642de4,Online Consultation
6744acde99a5f8fda0a93ec2,Online Consultation
674489b4dc2af9d03c1b9057,Online Consultation
6747573120462b2f3e266da6,Online Consultation
6744ac08aaa00d0d79a8d240,Online Consultation
674744de3057104a6e900a6b,Online Consultation
6747306c93cb769cfbf19be2,POG
6747306c93cb769cfbf19be2,Duplicate thread
6747306c93cb769cfbf19be2,Nov 2024 - Plan
6747306c93cb769cfbf19be2,Plan Clarification
6748489a93cb769cfb328fb5,Is Prompt
6748646893cb769cfbae7cc1,Is Prompt
6745f83987a09696b60003f8,Overcomm
6748581b93cb769cfb25898f,POG
67476a5e93cb769cfb2b3c3e,EasyPOG
67476a5e93cb769cfb2b3c3e,POG
67486d4593cb769cfbc418cc,URGENT CLINIC
67486d4593cb769cfbc418cc,Is Prompt
67486d4593cb769cfbc418cc,Tag me
6747754610b782edfe822b73,URGENT CLINIC
6747754610b782edfe822b73,POG Expiry - November 24
6747754610b782edfe822b73,POG
67487bcf93cb769cfb814551,
6748679d93cb769cfb152f43,Is Prompt
6745e96393cb769cfbdd2410,Duplicate thread
6745e96393cb769cfbdd2410,Stock Issue
674731a093cb769cfb1767b8,POG
674731a093cb769cfb1767b8,URGENT CLINIC
6746f69593cb769cfbcfaa7e,Auto-Replen
6746364d93cb769cfb58cd5c,Duplicate thread
6746364d93cb769cfb58cd5c,URGENT CLINIC
6748831293cb769cfb686222,Delivery Issues
674603cc93cb769cfbf6b971,EasyPOG
674603cc93cb769cfbf6b971,Nov 2024 - Plan
674603cc93cb769cfbf6b971,POG
674603cc93cb769cfbf6b971,Discount Requests
67486f4093cb769cfb01a89a,Quick win
6745ea5093cb769cfbfafd92,Plan Clarification
6745c26993cb769cfb0a71d5,proactive BF
6745c26993cb769cfb0a71d5,Other Clinician Enquiry
6748488793cb769cfb3041bf,Returns and Refunds
6748488793cb769cfb3041bf,Delivery Issues
6748488793cb769cfb3041bf,Duplicate thread
6748488793cb769cfb3041bf,RX
67470afb93cb769cfb5ca8d5,Auto-Replen
67475b6a93cb769cfbd1c5d8,Nov 2024 - Plan
674827d293cb769cfb8de152,Is Prompt
674827d293cb769cfb8de152,Tag me
674827d293cb769cfb8de152,URGENT CLINIC
6746f85693cb769cfb06e93b,Auto-Replen
674844ad0d44f3987eeadacd,Online Consultation
6745fdb693cb769cfb48db3b,Overcomm
67471062b8ea0403e8f6f156,Nov 2024 - Plan
67471062b8ea0403e8f6f156,November - Prompt
6745c98c93cb769cfbee102d,Unsubscribed from Prompts
6746d4a593cb769cfb121865,Unsubscribed from Prompts
6746d4a593cb769cfb121865,Is Prompt
6746cade93cb769cfb45ab8a,SENSITIVE CLINIC
6746cade93cb769cfb45ab8a,Auto-Replen
67486fbe93cb769cfb10ab73,Unsubscribed from Prompts
67487a5c93cb769cfb53c61e,Is Prompt
67487a5c93cb769cfb53c61e,Unsubscribed from Prompts
67447dd59ab74e1b0c71bad3,Duplicate thread
67447dd59ab74e1b0c71bad3,Auto-Replen
67447dd59ab74e1b0c71bad3,Order Confirmation
67475a9393cb769cfbbd7d8f,SENSITIVE CLINIC
67475a9393cb769cfbbd7d8f,URGENT CLINIC
67475a9393cb769cfbbd7d8f,Order Confirmation
674644d693cb769cfb626dc1,Quick win
674644d693cb769cfb626dc1,Order Confirmation
674644d693cb769cfb626dc1,URGENT CLINIC
674644d693cb769cfb626dc1,Tag me
6744f6b39ab74e1b0cf71357,POG Expiry - November 24
6744f6b39ab74e1b0cf71357,SENSITIVE CLINIC
6744f6b39ab74e1b0cf71357,Order Confirmation
6744f6b39ab74e1b0cf71357,POG
6746301793cb769cfbe0a402,Quick win
6746301793cb769cfbe0a402,Order Confirmation
67463b8893cb769cfbbe59fe,Order Confirmation
67463b8893cb769cfbbe59fe,Quick win
67463b8893cb769cfbbe59fe,Plan Clarification
67482d1d93cb769cfb0c2e38,Order Confirmation
67482d1d93cb769cfb0c2e38,Quick win
674789c993cb769cfbc31d3c,Order Confirmation
6748589593cb769cfb34b08b,Order Confirmation
67487cf493cb769cfba4fb2c,Order Confirmation
67485f9193cb769cfb12ca22,Order Confirmation
674832ab93cb769cfb9f9dbd,Plan Clarification
674832ab93cb769cfb9f9dbd,Order Confirmation
674832ab93cb769cfb9f9dbd,proactive BF
67488c8f93cb769cfb8e227f,Order Confirmation
67478fab93cb769cfb30fa86,Order Confirmation
67478fab93cb769cfb30fa86,Other Clinician Enquiry
6747a0e593cb769cfb57eb78,Online Consultation
67474cd293cb769cfb4881ba,Online Consultation
6747067d93cb769cfbcbe3f0,Overcomm
67447e8e9ab74e1b0c88b588,Other Clinician Enquiry
67489a1b93cb769cfb237cb7,Online Consultation
67444f82fbc54d522902fa22,Online Consultation
67489adf93cb769cfb3cb0db,Online Consultation
67474cea93cb769cfb4b3fc8,Online Consultation
67483c4593cb769cfbba8120,Online Consultation
6746221693cb769cfbc03bb5,Overcomm
6746221693cb769cfbc03bb5,Delivery ETA
6746221693cb769cfbc03bb5,Time sensitive
6746221693cb769cfbc03bb5,URGENT CLINIC
674863f693cb769cfba02657,Nov 2024 - Plan
674864b193cb769cfbb7d15d,Nov 2024 - Plan
67488f0b93cb769cfbd83a56,Nov 2024 - Plan
67485ad847a25cda6af38601,Nov 2024 - Plan
67487635e435fda117654074,November - Prompt
67487635e435fda117654074,Nov 2024 - Plan
674876a993cb769cfbe25480,Nov 2024 - Plan
6748771e93cb769cfbefac61,Nov 2024 - Plan
6748823f57011b9def55490f,Nov 2024 - Plan
6748846d93cb769cfb912325,Nov 2024 - Plan
67489dfd93cb769cfb9805e3,Nov 2024 - Plan
67489c9e93cb769cfb70ce7b,Nov 2024 - Plan
6748897493cb769cfb2f690c,Price Match
6745abf793cb769cfb4a1390,Is Prompt
6745abf793cb769cfb4a1390,Duplicate thread
6745abf793cb769cfb4a1390,SENSITIVE CLINIC
6745abf793cb769cfb4a1390,URGENT CLINIC
6745abf793cb769cfb4a1390,Skin Sensitivity
6748a41a1814890cbd071a68,November - Prompt
6748a41a1814890cbd071a68,Nov 2024 - Plan
6748a67293cb769cfb7d537d,Nov 2024 - Plan
6748619393cb769cfb52fb34,Nov 2024 - Plan
67486af393cb769cfb7d9c8e,Nov 2024 - Plan
67460f47c846639665f17a89,Unsubscribed from Prompts
67460f47c846639665f17a89,Failed message resolved
67460f47c846639665f17a89,Instructions - Pre Delivery
67485d4793cb769cfbc8fe47,Nov 2024 - Plan
6748665793cb769cfbecbd44,Nov 2024 - Plan
6747094e93cb769cfb265ff0,Duplicate thread
6747094e93cb769cfb265ff0,Auto-Replen
67488adc13d3504189621fc8,November - Prompt
67488adc13d3504189621fc8,Nov 2024 - Plan
67488e563784e0eb44d898ad,November - Prompt
67488e563784e0eb44d898ad,Nov 2024 - Plan
6748929a9d94d3b98f4779e2,Nov 2024 - Plan
67488b65f0f324633bb88402,November - Prompt
67488b65f0f324633bb88402,Nov 2024 - Plan
67488d3f13d3504189624d62,Nov 2024 - Plan
67488d3f13d3504189624d62,November - Prompt
67488d91e435fda1176707dc,November - Prompt
67488d91e435fda1176707dc,Nov 2024 - Plan
6748939a93cb769cfb60a4eb,Contact Details
67489b8b93cb769cfb50fc21,Nov 2024 - Plan
67487fc993cb769cfbfffd51,EasyPOG
674469b69ab74e1b0ce103fe,EasyPOG
674469b69ab74e1b0ce103fe,Nov 2024 - Plan
6746135493cb769cfb791e3d,Other Clinician Enquiry
6746135493cb769cfb791e3d,Plan Clarification
67483db593cb769cfbe46da4,EasyPOG
67483db593cb769cfbe46da4,SENSITIVE CLINIC
674870f793cb769cfb3689d2,Quick win
6748c1e8ffd5aaeba9d0a682,
67482b1593cb769cfbdbc0f3,Is Prompt
6748332293cb769cfbacafdf,Online Consultation
6748332293cb769cfbacafdf,EasyPOG
67477eaf93cb769cfbe2b9be,POG
67477eaf93cb769cfbe2b9be,Stock Issue
67477eaf93cb769cfbe2b9be,Product Recommendation
6748420f93cb769cfb662df9,Is Prompt
6748c66893cb769cfb3fee1b,POG
6746539e93cb769cfb4e8cf1,POG
6748cc7b93cb769cfbbaa383,POG
674641af93cb769cfb2b4841,Skin Sensitivity
6748809993cb769cfb19ab37,Plan Clarification
6748809993cb769cfb19ab37,proactive BF
6748714393cb769cfb3fc71a,Other Clinician Enquiry
6748714393cb769cfb3fc71a,proactive BF
6747a4cc93cb769cfb95f4c3,proactive BF
6747a4cc93cb769cfb95f4c3,Plan Clarification
6747906b93cb769cfb3eeb3c,proactive BF
6747906b93cb769cfb3eeb3c,Skin Sensitivity
6747906b93cb769cfb3eeb3c,Duplicate thread
6746f19593cb769cfb326468,Auto-Replen
674726a493cb769cfbbbbcb5,Auto-Replen
674726a493cb769cfbbbbcb5,SENSITIVE CLINIC
6744b8ae9ab74e1b0ca7193e,Overcomm
6746db6393cb769cfbb698ce,Other Clinician Enquiry
6746db6393cb769cfbb698ce,Duplicate thread
6743e6489ab74e1b0c2b678f,Duplicate thread
6743e6489ab74e1b0c2b678f,Faulty
6743e6489ab74e1b0c2b678f,Damaged Products
6743e6489ab74e1b0c2b678f,Returns and Refunds
6743e6489ab74e1b0c2b678f,Other Clinician Enquiry
6746c3cf93cb769cfbc61083,Duplicate thread
6746c3cf93cb769cfbc61083,proactive BF
6746c3cf93cb769cfbc61083,Delivery ETA
6748071b93cb769cfb4e26b7,Other Clinician Enquiry
6748c6a293cb769cfb44472d,Stock Issue
6746076c93cb769cfb568e72,proactive BF
6746076c93cb769cfb568e72,Time sensitive
6746076c93cb769cfb568e72,Delivery ETA
6746076c93cb769cfb568e72,Stock Issue
6749804393cb769cfb9bf747,
6748b3e093cb769cfbbb1965,POG
6748b3e093cb769cfbbb1965,Discount Requests
6746162f93cb769cfbba98c8,Overcomm
6747d3df93cb769cfb03c61d,POG
6747d3df93cb769cfb03c61d,Duplicate thread
6747d3df93cb769cfb03c61d,proactive BF
6747d3df93cb769cfb03c61d,Plan Clarification
67481faf93cb769cfbd0a6f1,proactive BF
67481faf93cb769cfbd0a6f1,Online Consultation
67489b1f93cb769cfb443ba9,Online Consultation
67481d9f93cb769cfba93238,Returns and Refunds
67481d9f93cb769cfba93238,Discount Requests
674986fd93cb769cfb6b8113,Failed message resolved
6747389893cb769cfbf06f7a,Overcomm
67461fdc93cb769cfb8e3089,Overcomm
674738e993cb769cfbfa4991,Overcomm
674738e993cb769cfbfa4991,SENSITIVE CLINIC
6747353793cb769cfb86b613,Overcomm
67498aa493cb769cfbe073f2,
674700d893cb769cfb17b84e,Is Prompt
674700d893cb769cfb17b84e,POG
67489afd93cb769cfb402b3b,Online Consultation
6747277493cb769cfbd41b13,Is Prompt
6747277493cb769cfbd41b13,POG
6747273c93cb769cfbcd98c9,POG
6747273c93cb769cfbcd98c9,Is Prompt
6747393793cb769cfb0347e3,Overcomm
6747359693cb769cfb92baa2,Overcomm
6749888093cb769cfb9b62ce,
6746f04c93cb769cfb0ade6e,Is Prompt
6746f04c93cb769cfb0ade6e,POG
67485b1593cb769cfb83610d,Product Recommendation
67485b1593cb769cfb83610d,POG
6748a54493cb769cfb5ee531,CSAT Positive
6748a54493cb769cfb5ee531,POG Expiry - November 24
6748a54493cb769cfb5ee531,POG
6744991600ff7dd2a7b5a9d8,Plan Clarification
6744991600ff7dd2a7b5a9d8,POG Expiry - November 24
6744991600ff7dd2a7b5a9d8,POG
674498ad9ab74e1b0ce212a5,Nov 2024 - Plan
674498ad9ab74e1b0ce212a5,POG
6744f4189ab74e1b0cc8f6c7,POG
6748c0b493cb769cfbca85a8,Online Consultation
67442ea69ab74e1b0cc8150c,POG - November 24
67442ea69ab74e1b0cc8150c,POG
67442ea69ab74e1b0cc8150c,Product Recommendation
6747926b93cb769cfb625dd5,Product Recommendation
6747926b93cb769cfb625dd5,POG
6745749793cb769cfb920ba3,URGENT CLINIC
6745749793cb769cfb920ba3,POG
67446a369ab74e1b0cf1d94c,POG
67446a369ab74e1b0cf1d94c,Discount Requests
67446a369ab74e1b0cf1d94c,URGENT CLINIC
674467b59ab74e1b0ca0048e,Auto-Replen
674467b59ab74e1b0ca0048e,Is Prompt
674467b59ab74e1b0ca0048e,POG
674467b59ab74e1b0ca0048e,URGENT CLINIC
67448d899ab74e1b0c70cd2e,Nov 2024 - Plan
67448d899ab74e1b0c70cd2e,Product Recommendation
67448d899ab74e1b0c70cd2e,November - Prompt
67448d899ab74e1b0c70cd2e,URGENT CLINIC
67448d899ab74e1b0c70cd2e,POG
674786bc93cb769cfb838fe6,Returns and Refunds
674786bc93cb769cfb838fe6,Time sensitive
674786bc93cb769cfb838fe6,Order Confirmation
6745bce093cb769cfb5a4934,Nov 2024 - Plan
6745bce093cb769cfb5a4934,POG
6745ad3e93cb769cfb70de45,POG
6745ad3e93cb769cfb70de45,Plan Clarification
6745ad3e93cb769cfb70de45,Product Recommendation
674987e793cb769cfb88b5c6,Stock Issue
6749313793cb769cfb734600,Quick win
6749313793cb769cfb734600,Skin Sensitivity
67499e0dce6257c9d6d69039,
674853ff93cb769cfb9f9d21,
674983da93cb769cfb08c853,Is Prompt
6749a16593cb769cfbd7b978,Delivery ETA
67499a7f93cb769cfbeb3a75,Delivery Issues
6749969893cb769cfb6abd1a,Is Prompt
674992f993cb769cfbf13c4a,Is Prompt
6748a96a93cb769cfbc8e0d5,Instructions - Pre Delivery
67483ba493cb769cfba6e08c,Unsubscribed from Prompts
67483ba493cb769cfba6e08c,Is Prompt
6748b0577a8644f352bed17a,Instructions - Pre Delivery
6748a08393cb769cfbdee98f,Delivery Services
6748a08393cb769cfbdee98f,Order Confirmation
6749a2a993cb769cfb0317ae,Is Prompt
6749a2a993cb769cfb0317ae,Unsubscribed from Prompts
674467fd16271ec402b06496,Quick win
674467fd16271ec402b06496,Nov 2024 - Prompt
6744ca9f44b4e3ca073f2daf,Nov 2024 - Prompt
674492bfc75be1c2f193e0e7,Nov 2024 - Prompt
67470a9bf68319c20fa71c3b,Plan Clarification
67470a9bf68319c20fa71c3b,Nov 2024 - Prompt
67470a9bf68319c20fa71c3b,Budget Concerns
67470a9bf68319c20fa71c3b,Alts
6745a1eab86ac9bd88870c8b,Quick win
6745a1eab86ac9bd88870c8b,Nov 2024 - Prompt
6745a1eab86ac9bd88870c8b,POG
6745e9283c72c6233bfe745c,Quick win
6745e9283c72c6233bfe745c,URGENT CLINIC
6745e9283c72c6233bfe745c,Nov 2024 - Prompt
67473d7f2f37d5f4324ac0e9,POG
67473d7f2f37d5f4324ac0e9,Quick win
67473d7f2f37d5f4324ac0e9,Nov 2024 - Prompt
674890eaa43b156d522490e5,Nov 2024 - Prompt
674855493cc7a365a08206ed,Quick win
674855493cc7a365a08206ed,Nov 2024 - Prompt
674883ea4000aac11627f0a4,EasyPOG
674883ea4000aac11627f0a4,Nov 2024 - Prompt
67479301267c85b383604c83,Product Recommendation
67479301267c85b383604c83,POG
67479301267c85b383604c83,Nov 2024 - Prompt
67479301267c85b383604c83,CSAT Positive
67473cb9ff9f602676dc0053,Nov 2024 - Prompt
67473cb9ff9f602676dc0053,SENSITIVE CLINIC
67473cb9ff9f602676dc0053,Quick win
67449afc8846476eeda2c39d,Nov 2024 - Prompt
67449afc8846476eeda2c39d,URGENT CLINIC
67449afc8846476eeda2c39d,POG
6745f8d15554ddd67e3618c1,Nov 2024 - Prompt
6745f8d15554ddd67e3618c1,URGENT CLINIC
6745f8d15554ddd67e3618c1,Unsubscribed from Prompts
6749839c93cb769cfb00efbd,RX
6749839c93cb769cfb00efbd,Delivery ETA
67472c1593cb769cfb69a81e,Is Prompt
67472c1593cb769cfb69a81e,POG
67499f2d93cb769cfb8bed41,URGENT CLINIC
67499f2d93cb769cfb8bed41,Is Prompt
67499f2d93cb769cfb8bed41,Plan Clarification
67485d9093cb769cfbd19119,POG
67485d9093cb769cfbd19119,Nov 2024 - Plan
67482fd793cb769cfb4fc9e0,Is Prompt
67499bbf93cb769cfb15c9ef,
6748b04b9cbd7d0e763d701a,Unsubscribed from Prompts
6748b04b9cbd7d0e763d701a,Instructions - Pre Delivery
6748b04b9cbd7d0e763d701a,Failed message resolved
67499b5093cb769cfb06637d,Is Prompt
6749bfcfc7667e6cc665ad39,POG
6744aa249ab74e1b0c12f21f,EasyPOG
6744aa249ab74e1b0c12f21f,POG Expiry - November 24
6744aa249ab74e1b0c12f21f,POG
6749b3c293cb769cfb3fc1a4,Quick win
6748fc2a93cb769cfbdfae0f,Duplicate thread
6748fc2a93cb769cfbdfae0f,Auto-Replen
67483d2e93cb769cfbd50b48,URGENT CLINIC
67483d2e93cb769cfbd50b48,EasyPOG
67483d2e93cb769cfbd50b48,November - Not Interested
67483d2e93cb769cfbd50b48,Is Prompt
6744360a9ab74e1b0c81980c,POG
6744360a9ab74e1b0c81980c,Duplicate thread
6744360a9ab74e1b0c81980c,Product Recommendation
6745c00475db51175f76d281,Is Prompt
674773e893cb769cfbfd880b,Auto-Replen
6746cee193cb769cfb9008a2,Duplicate thread
6746cee193cb769cfb9008a2,Discount Requests
6746cee193cb769cfb9008a2,CSAT Positive
6746cee193cb769cfb9008a2,Returns and Refunds
674467ab9ab74e1b0c9edb45,Is Prompt
674467ab9ab74e1b0c9edb45,Auto-Replen
674467ab9ab74e1b0c9edb45,POG
674467ab9ab74e1b0c9edb45,Discount Requests
6748a0ea93cb769cfbe9ea76,Online Consultation
6749b39493cb769cfb39d4ef,Online Consultation
6749ba8393cb769cfb1b6bcd,Quick win
6749969d93cb769cfb6b7022,Is Prompt
6749a2e493cb769cfb0b444d,Is Prompt
6748d3bb93cb769cfb45efc1,Quick win
674976de93cb769cfb8d3031,Is Prompt
6745d66a93cb769cfb81c715,POG
6745d66a93cb769cfb81c715,CSAT Positive
6745d66a93cb769cfb81c715,Product Recommendation
6745a96993cb769cfbf991fb,Delivery Issues
6745a96993cb769cfbf991fb,Duplicate thread
6745a96993cb769cfbf991fb,Delivery ETA
6748a493b7431d8b1528f025,Online Consultation
6748a4dde435fda11768ddbc,Online Consultation
6749c4ea93cb769cfb771c58,
6748c36393cb769cfb02c753,Product Recommendation
6748c36393cb769cfb02c753,POG
6746080c93cb769cfb663702,RX
6746080c93cb769cfb663702,Duplicate thread
6746080c93cb769cfb663702,Delivery Issues
6746080c93cb769cfb663702,Time sensitive
6748421493cb769cfb66d1d5,Is Prompt
6748421493cb769cfb66d1d5,EasyPOG
67443df99ab74e1b0c5a4c9f,Duplicate thread
67443df99ab74e1b0c5a4c9f,Other Clinician Enquiry
6748aafbb6afe7769e0c6252,Nov 2024 - Plan
6749af4193cb769cfbab7f3d,Nov 2024 - Plan
6749af4193cb769cfbab7f3d,URGENT CLINIC
6749af4193cb769cfbab7f3d,Tag me
6748a9c593cb769cfbd1224f,Nov 2024 - Plan
6748aeadbf3e9b544329ba99,Nov 2024 - Plan
6749915a93cb769cfbbd982b,Nov 2024 - Plan
67485c7393cb769cfbafa8dd,RX
6748c4b593cb769cfb1d2130,Nov 2024 - Plan
6748c4b593cb769cfb1d2130,EasyPOG
67446c449ab74e1b0c368491,Duplicate thread
67446c449ab74e1b0c368491,Plan Clarification
674463239ab74e1b0c09057f,Auto-Replen
674463239ab74e1b0c09057f,Skin Sensitivity
6749a23993cb769cfbf3ae5b,POG
6749a23993cb769cfbf3ae5b,Is Prompt
6749a23993cb769cfbf3ae5b,URGENT CLINIC
6744451d9ab74e1b0c3a45c6,POG
6744451d9ab74e1b0c3a45c6,Plan Clarification
6749d40393cb769cfb73879f,Is Prompt
6749b83793cb769cfbd32e39,URGENT CLINIC
6749b83793cb769cfbd32e39,EasyPOG
6749b83793cb769cfbd32e39,Tag me
6748978e93cb769cfbd72615,SENSITIVE CLINIC
6748978e93cb769cfbd72615,URGENT CLINIC
6748978e93cb769cfbd72615,Plan Clarification
674973ed93cb769cfb3a23a5,POG
674973ed93cb769cfb3a23a5,Product Recommendation
6749d25d93cb769cfb3b358f,Unsubscribed from Prompts
67481bea93cb769cfb88399a,Tag me
67481bea93cb769cfb88399a,Other Clinician Enquiry
67481bea93cb769cfb88399a,URGENT CLINIC
67481bea93cb769cfb88399a,POG
67481bea93cb769cfb88399a,Nov 2024 - Plan
6749818393cb769cfbbe9308,Is Prompt
674735da93cb769cfb9b310f,Duplicate thread
674735da93cb769cfb9b310f,Overcomm
67499f4393cb769cfb8f2d1d,Is Prompt
6749dad693cb769cfb5a171b,Is Prompt
67499d9393cb769cfb5327b1,Nov 2024 - Plan
6749932fe970463fc0945885,Nov 2024 - Plan
6749932fe970463fc0945885,November - Prompt
6748caabb85120fb17fd75d0,Nov 2024 - Plan
6749afaa93cb769cfbb9858e,POG
67489b4e93cb769cfb499618,Online Consultation
6749ab6493cb769cfb2a2506,Nov 2024 - Plan
6749ab6493cb769cfb2a2506,SENSITIVE CLINIC
6749ab6493cb769cfb2a2506,Stock Issue
6749aaa493cb769cfb113e71,Nov 2024 - Plan
6749ae28e5bc9503f9773575,November - Prompt
6749ae28e5bc9503f9773575,Nov 2024 - Plan
6749b764376dfe373f904bea,Nov 2024 - Plan
6749ae7349e14a1c648fb3bd,November - Prompt
6749ae7349e14a1c648fb3bd,Nov 2024 - Plan
6749afcb93cb769cfbbdf673,Nov 2024 - Plan
6749b88293cb769cfbdc8f76,Nov 2024 - Plan
6749c6be93cb769cfbb5b0a4,Nov 2024 - Plan
6744d9699ab74e1b0cb47acf,Skin Check In
6744d9699ab74e1b0cb47acf,Duplicate thread
6744d9699ab74e1b0cb47acf,Plan Clarification
6749a46493cb769cfb3e5a04,Nov 2024 - Plan
674453799ab74e1b0c06bc06,Auto-Replen
674453799ab74e1b0c06bc06,SENSITIVE CLINIC
6745ecc193cb769cfb471678,POG
67459db893cb769cfb9642f1,Plan Clarification
67459db893cb769cfb9642f1,POG
67478c5e93cb769cfbf573d7,Quick win
67478c5e93cb769cfbf573d7,Order Confirmation
6747741293cb769cfb012425,URGENT CLINIC
6747741293cb769cfb012425,Quick win
6747741293cb769cfb012425,Order Confirmation
674865fa93cb769cfbe08a2b,Order Confirmation
674865fa93cb769cfbe08a2b,Quick win
6748e02e93cb769cfb2a9065,Order Confirmation
67498c9e93cb769cfb20666f,Order Confirmation
6747140e93cb769cfb7b097b,Duplicate thread
6747140e93cb769cfb7b097b,Order Confirmation
6747140e93cb769cfb7b097b,Returns and Refunds
6747140e93cb769cfb7b097b,Discount Requests
6747140e93cb769cfb7b097b,Plan Clarification
67498fe293cb769cfb8aae30,Order Confirmation
6749920993cb769cfbd3aa14,Order Confirmation
6744b8559ab74e1b0c9e8b10,POG
6744b8559ab74e1b0c9e8b10,Order Confirmation
6744b8559ab74e1b0c9e8b10,Product Recommendation
67497eea93cb769cfb75661a,Order Confirmation
6748ca5e93cb769cfb8e987a,Order Confirmation
67499fa493cb769cfb9b81cc,Quick win
67499fa493cb769cfb9b81cc,Order Confirmation
6748839293cb769cfb770329,POG
6748839293cb769cfb770329,Plan Clarification
6748839293cb769cfb770329,Order Confirmation
6748ad4193cb769cfb22653f,Order Confirmation
6749aab293cb769cfb130c02,Order Confirmation
6749a17d93cb769cfbdaeb08,Order Confirmation
6749d1b493cb769cfb250e75,Order Confirmation
6748f0d093cb769cfb3a3c71,Order Confirmation
6748c0c093cb769cfbcb8471,Order Confirmation
6749967293cb769cfb65eaa8,Order Confirmation
6749a3fa93cb769cfb3029ef,Quick win
6749a3fa93cb769cfb3029ef,Order Confirmation
67484eab93cb769cfbf43b99,Order Confirmation
67484eab93cb769cfbf43b99,POG
67484eab93cb769cfbf43b99,Product Recommendation
67484eab93cb769cfbf43b99,Plan Clarification
67484eab93cb769cfbf43b99,Budget Concerns
67484eab93cb769cfbf43b99,Alts
6749c4ce93cb769cfb730022,Order Confirmation
6749c04b93cb769cfbdd0d52,Order Confirmation
6749cb3393cb769cfb4a3dc0,Order Confirmation
674976bb93cb769cfb8968da,Order Confirmation
6748a6ce93cb769cfb86592e,Order Confirmation
6748a6ce93cb769cfb86592e,Quick win
6749925293cb769cfbdccf7f,Tag me
6749925293cb769cfbdccf7f,URGENT CLINIC
6749925293cb769cfbdccf7f,Product Recommendation
6749925293cb769cfbdccf7f,POG
6749925293cb769cfbdccf7f,Is Prompt
67498d5393cb769cfb36b739,Failed message resolved
67498d5393cb769cfb36b739,Healthy Ecosystem Error
6745e13e93cb769cfbda4e1d,Urgent
6745e13e93cb769cfbda4e1d,Duplicate thread
6749a98893cb769cfbec0f19,Plan Clarification
6749a98893cb769cfbec0f19,proactive BF
6749e1d493cb769cfb4b9a55,
6746e9b993cb769cfb4508be,
6746fa4493cb769cfb44dceb,Nov 2024 - Plan
